title,caption,image_url,date
Neptune Scooter,"This photograph of Neptune was reconstructed from two images taken by Voyager 2's narrow-angle camera, through the green and clear filters. The image shows three of the features that Voyager 2 has been photographing during recent weeks. At the north (top) is the Great Dark Spot, accompanied by bright, white clouds that undergo rapid changes in appearance. To the south of the Great Dark Spot is the bright feature that Voyager scientists have nicknamed ""Scooter."" Still farther south is the feature called ""Dark Spot 2,"" which has a bright core. Each feature moves eastward at a different velocity, so it is only occasionally that they appear close to each other, such as at the time this picture was taken.",https://photojournal.jpl.nasa.gov/jpeg/PIA01142.jpg,1998-01-08
"Neptune - Great Dark Spot, Scooter, Dark Spot 2","This photograph of Neptune was reconstructed from two images taken by Voyager 2's narrow-angle camera, through the green and clear filters. The image shows three of the features that Voyager 2 has been photographing during recent weeks. At the north (top) is the Great Dark Spot, accompanied by bright, white clouds that undergo rapid changes in appearance. To the south of the Great Dark Spot is the bright feature that Voyager scientists have nicknamed 'Scooter.' Still farther south is the feature called 'Dark Spot 2,' which has a bright core. Each feature moves eastward at a different velocity, so it is only occasionally that they appear close to each other, such as at the time this picture was taken.",https://photojournal.jpl.nasa.gov/jpeg/PIA00049.jpg,1998-01-08
Triton’s Southern Hemisphere,"This polar projection of Triton's southern hemisphere provides a view of the southern polar cap and bright equatorial fringe. The margin of the cap is scalloped and ranges in latitude from +10 degrees to -30 degrees. The bright fringe is closely associated with the cap's margin; from it, diffuse bright rays extend north-northeast for hundreds of kilometers. The bright fringe probably consists of very fresh nitrogen frost or snow, and the rays consist of bright-fringe materials that were redistributed by north-moving Coriolis-deflected winds.",https://photojournal.jpl.nasa.gov/jpeg/PIA00423.jpg,1998-06-08
Europa Crescent,"This mosaic of Europa, the smallest Galilean satellite, was taken by Voyager 2. This face of Europa is centered at about the 300 degree meridian. The bright areas are probably ice deposits, whereas the darkened areas may be the rocky surface or areas with a more patchy distribution of ice. The most unusual features are the systems of long linear structures that cross the surface in various directions. Some of these linear structures are over 1,000 kilometers long and about 2 or 3 kilometers wide. They may be fractures or faults which have disrupted the surface.",https://photojournal.jpl.nasa.gov/jpeg/PIA00325.jpg,1998-06-04
Color Sequence of Triton Approach Images,"Triton Voyager 2 approach sequence with latitude-longitude grid superposed. The color image was reconstructed by making a computer composite of three black and white images taken through red, green, and blue filters. Details on Triton's surface unfold dramatically in this sequence of approach images. South Pole near the bottom of the images at the convergence of lines of longitude. Resolution changes from about 60 km/pixel (37 mi/pixel) in the image at upper left taken from a distance of 500,000 (311,000 mi) to about 5 km/pixel (3.1 mi/pixel) for the image at lower right. Global and regional albedo features are visible in all of the images. The albedo features can be tracked in successive images and show that Triton has undergone about 3/4 of a rotation during the 4.3-day interval over which these images were obtained. A southern polar cap of bright pink, yellow, and white materials covers nearly all of the southern hemisphere; these materials consist of nitrogen ice with traces of other substances, including frozen methane and carbon monoxide. Feeble ultraviolet radiation from the sun is thought to act on methane to cause chemical reactions to the pinkish yellowish substances. At the time of the Voyager 2 flyby (Aug. 1989) Triton's southern hemisphere was starting the summer season and the South Pole was canted toward the sun day and night, such that the polar cap was sublimating under the relatively 'hot' summer sun (surface temperature about 38 K, about -391 degree F). Numerous dark streaks on the southern polar nitrogen-ice cap are thought to consist of dark dust deposited by prevailing winds in Triton's tenuous nitrogen atmosphere. A bluish band, seen in all of the images, nearly circumstances Triton's equator; this band is thought to consist of fairly nitrogen frost, perhaps deposited in the decade prior to Voyager 2's flyby.",https://photojournal.jpl.nasa.gov/jpeg/PIA00329.jpg,1998-06-04
Crater Rays on Ganymede,"This mosaic of Voyager 2 images taken July 9, 1979, shows a prominent rayed crater on Jupiter's icy moon, Ganymede. The view on the left is a monochrome image, and that on the right is the same scene shown in false color designed to accentuate the icy ejecta rays splashed out by the impact. This crater is about 150 km (93 miles) across. Like several other large craters in this scene, the rayed one has a central pit, whose origins remain speculative but may involve impact melting or solid-state fluidization of the icy crust. Bright crater rays on Ganymede, like those on our own Moon, are useful to geologists because they constitute a set of features that were laid across the moon's surface at a discrete point in time--thus they serve as time markers that can be used to establish the sequence of events that shaped Ganymede's surface. For instance, the crater rays appear to be painted over, hence are younger than, areas of grooved terrain (lower left quadrant), whereas a somewhat smaller crater at the center of the scene has icy ejecta that appears to bury (hence, post-dates) the large crater ray system. One can conclude that the grooved terrain formed first, then the large crater and its rays, and then the smaller crater and its fresh icy ejecta deposits.",https://photojournal.jpl.nasa.gov/jpeg/PIA00334.jpg,1979-07-09
Neptune on Triton’s Horizon,"Composite view showing Neptune on Triton's horizon. Neptune's south pole is to the left; clearly visible in the planets' southern hemisphere is a Great Dark Spot, a large anticyclonic storm system located about 20 degrees South. The foreground is a computer generated view of Triton's maria as they would appear from a point approximately 45 km above the surface. The terraces visible in this image indicate multiple episodes of 'cryovolcanic' flooding. This three-dimensional view was created from a Voyager image by using a two-dimensional photoclinometric model. Relief has been exaggerated roughly 30-fold, the actual range of the relief is about 1 km. Would Neptune appear to be rising or setting? Neither, due to the motion of Triton relative to Neptune, it would appear to move laterally along the horizon, eventually rising and setting at high latitudes.",https://photojournal.jpl.nasa.gov/jpeg/PIA00344.jpg,1998-06-04
Global Color Mosaic of Triton,"Global color mosaic of Triton, taken in 1989 by Voyager 2 during its flyby of the Neptune system. Color was synthesized by combining high-resolution images taken through orange, violet, and ultraviolet filters; these images were displayed as red, green, and blue images and combined to create this color version. With a radius of 1,350 (839 mi), about 22% smaller than Earth's moon, Triton is by far the largest satellite of Neptune. It is one of only three objects in the Solar System known to have a nitrogen-dominated atmosphere (the others are Earth and Saturn's giant moon, Titan). Triton has the coldest surface known anywhere in the Solar System (38 K, about -391 degrees Fahrenheit); it is so cold that most of Triton's nitrogen is condensed as frost, making it the only satellite in the Solar System known to have a surface made mainly of nitrogen ice. The pinkish deposits constitute a vast south polar cap believed to contain methane ice, which would have reacted under sunlight to form pink or red compounds. The dark streaks overlying these pink ices are believed to be an icy and perhaps carbonaceous dust deposited from huge geyser-like plumes, some of which were found to be active during the Voyager 2 flyby. The bluish-green band visible in this image extends all the way around Triton near the equator; it may consist of relatively fresh nitrogen frost deposits. The greenish areas includes what is called the cantaloupe terrain, whose origin is unknown, and a set of ""cryovolcanic"" landscapes apparently produced by icy-cold liquids (now frozen) erupted from Triton's interior.",https://photojournal.jpl.nasa.gov/jpeg/PIA00317.jpg,1998-06-04
Montage of Neptune and Triton,"This computer generated montage shows Neptune as it would appear from a spacecraft approaching Triton, Neptune's largest moon at 2706 km (1683 mi) in diameter. The wind and sublimation-eroded south polar cap of Triton is shown at the bottom of the Triton image, a cryovolcanic terrain at the upper right, and the enigmatic ""cantaloupe terrain"" at the upper left. Triton's surface is mostly covered by nitrogen frost mixed with traces of condensed methane, carbon dioxide, and carbon monoxide. The tenuous atmosphere of Triton, though only about one-hundredth of one percent of Earth's atmospheric density at the surface, is thick enough to produce wind-deposited streaks of dark and bright materials of unknown composition in the south polar cap region. The southern polar cap was sublimating at the time of the Voyager 2 flyby, as indicated by the irregular and eroded appearance of the edge of the cap. The polar frosts were sublimating because Triton's orbital and rotational motion causes the sun to shine directly on the polar cap for a period of several decades during Neptune's and Triton's long austral summer. Though the polar cap was undergoing ""heat death,"" surface temperatures still were only about 38 K (-391 degrees Fahrenheit).",https://photojournal.jpl.nasa.gov/jpeg/PIA00340.jpg,1998-06-04
Jupiter,"This processed color image of Jupiter was produced in 1990 by the U.S. Geological Survey from a Voyager image captured in 1979. The colors have been enhanced to bring out detail. Zones of light-colored, ascending clouds alternate with bands of dark, descending clouds. The clouds travel around the planet in alternating eastward and westward belts at speeds of up to 540 kilometers per hour. Tremendous storms as big as Earthly continents surge around the planet. The Great Red Spot (oval shape toward the lower-left) is an enormous anticyclonic storm that drifts along its belt, eventually circling the entire planet.",https://photojournal.jpl.nasa.gov/jpeg/PIA00343.jpg,1998-06-04
"Voyager 2 Color Image of Enceladus, Almost Full Disk","This color Voyager 2 image mosaic shows the water-ice-covered surface of Enceladus, one of Saturn's icy moons. Enceladus' diameter of just 500 km would fit across the state of Arizona, yet despite its small size Enceladus exhibits one of the most interesting surfaces of all the icy satellites. Enceladus reflects about 90% of the incident sunlight (about like fresh-fallen snow), placing it among the most reflective objects in the Solar System. Several geologic terrains have superposed crater densities that span a factor of at least 500, thereby indicating huge differences in the ages of these terrains. It is possible that the high reflectivity of Enceladus' surface results from continuous deposition of icy particles from Saturn's E-ring, which in fact may originate from icy volcanoes on Enceladus' surface. Some terrains are dominated by sinuous mountain ridges from 1 to 2 km high (3300 to 6600 feet), whereas other terrains are scarred by linear cracks, some of which show evidence for possible sideways fault motion such as that of California's infamous San Andreas fault. Some terrains appear to have formed by separation of icy plates along cracks, and other terrains are exceedingly smooth at the resolution of this image. The implication carried by Enceladus' surface is that this tiny ice ball has been geologically active and perhaps partially liquid in its interior for much of its history. The heat engine that powers geologic activity here is thought to be elastic deformation caused by tides induced by Enceladus' orbital motion around Saturn and the motion of another moon, Dione.",https://photojournal.jpl.nasa.gov/jpeg/PIA00347.jpg,1998-06-04
Color Voyager 2 Image Showing Crescent Uranus,"This image shows a crescent Uranus, a view that Earthlings never witnessed until Voyager 2 flew near and then beyond Uranus on January 24, 1986. This planet's natural blue-green color is due to the absorption of redder wavelengths in the atmosphere by traces of methane gas. Uranus' diameter is 32,500 miles, a little over four times that of Earth. The hazy blue-green atmosphere probably extends to a depth of around 5,400 miles, where it rests above what is believed to be an icy or liquid mixture (an 'ocean') of water, ammonia, methane, and other volatiles, which in turn surrounds a rocky core perhaps a little smaller than Earth.",https://photojournal.jpl.nasa.gov/jpeg/PIA00346.jpg,1986-01-24
"Saturn and 4 Icy Moons, Enhanced Color","This enhanced-color picture shows Saturn, its rings, and four of its icy satellites. Three satellites (Tethys, Dione, and Rhea) are visible against the darkness of space, and another smaller satellite (Mimas) is visible against Saturn's cloud tops very near the left horizon and just below the rings. The dark shadows of Mimas and Tethys are also visible on Saturn's cloud tops, and the shadow of Saturn is seen across part of the rings. Saturn, second in size only to Jupiter in our Solar System, is 120,660 km (75,000 mi) in diameter at its equator (the ring plane) but, because of its rapid spin, Saturn is 10% smaller measured through its poles. Saturn's rings are composed mostly of ice particles ranging from microscopic dust to boulders in size. These particles orbit Saturn in a vast disk that is a mere 100 meters (330 feet) or so thick. The rings' thinness contrasts with their huge diameter--for instance 272,400 km (169,000 mi) for the outer part of the bright A ring, the outermost ring visible here. The pronounced concentric gap in the rings, the Cassini Division (named after its discoverer), is a 3500-km wide region (2200 mi, almost the width of the United States) that is much less populated with ring particles than the brighter B and A rings to either side of the gap. The rings also show some enigmatic radial structure ('spokes'), particularly at left. This image was synthesized from images taken in Voyager's orange, blue, and ultraviolet filters and was processed to create an exaggerated false color.",https://photojournal.jpl.nasa.gov/jpeg/PIA00349.jpg,1998-06-04
Iapetus Bright and Dark Terrains,"Saturn's outermost large moon, Iapetus, has a bright, heavily cratered icy terrain and a dark terrain, as shown in this Voyager 2 image taken on August 22, 1981. Amazingly, the dark material covers precisely the side of Iapetus that leads in the direction of orbital motion around Saturn (except for the poles), whereas the bright material occurs on the trailing hemisphere and at the poles. The bright terrain is made of dirty ice, and the dark terrain is surfaced by carbonaceous molecules, according to measurements made with Earth-based telescopes. Iapetus' dark hemisphere has been likened to tar or asphalt and is so dark that no details within this terrain were visible to Voyager 2. The bright icy hemisphere, likened to dirty snow, shows many large impact craters. The closest approach by Voyager 2 to Iapetus was a relatively distant 600,000 miles, so that our best images, such as this, have a resolution of about 12 miles. The dark material is made of organic substances, probably including poisonous cyano compounds such as frozen hydrogen cyanide polymers. Though we know a little about the dark terrain's chemical nature, we do not understand its origin. Two theories have been developed, but neither is fully satisfactory--(1) the dark material may be organic dust knocked off the small neighboring satellite Phoebe and ""painted"" onto the leading side of Iapetus as the dust spirals toward Saturn and Iapetus hurtles through the tenuous dust cloud, or (2) the dark material may be made of icy-cold carbonaceous ""cryovolcanic"" lavas that were erupted from Iapetus' interior and then blackened by solar radiation, charged particles, and cosmic rays. A determination of the actual cause, as well as discovery of any other geologic features smaller than 12 miles across, awaits the Cassini Saturn orbiter to arrive in 2004.",https://photojournal.jpl.nasa.gov/jpeg/PIA00348.jpg,1981-08-22
Saturn and 4 Icy Moons in Natural Color,"This approximate natural-color image shows Saturn, its rings, and four of its icy satellites. Three satellites (Tethys, Dione, and Rhea) are visible against the darkness of space, and another smaller satellite (Mimas) is visible against Saturn's cloud tops very near the left horizon and just below the rings. The dark shadows of Mimas and Tethys are also visible on Saturn's cloud tops, and the shadow of Saturn is seen across part of the rings. Saturn, second in size only to Jupiter in our Solar System, is 120,660 km (75,000 mi) in diameter at its equator (the ring plane) but, because of its rapid spin, Saturn is 10% smaller measured through its poles. Saturn's rings are composed mostly of ice particles ranging from microscopic dust to boulders in size. These particles orbit Saturn in a vast disk that is a mere 100 meters (330 feet) or so thick. The rings' thinness contrasts with their huge diameter--for instance 272,400 km (169,000 mi) for the outer part of the bright A ring, the outermost ring visible here. The pronounced concentric gap in the rings, the Cassini Division (named after its discoverer), is a 3500-km wide region (2200 mi, almost the width of the United States) that is much less populated with ring particles than the brighter B and A rings to either side of the gap. The rings also show some enigmatic radial structure ('spokes'), particularly at left. This image was synthesized from images taken in Voyager's blue and violet filters and was processed to recreate an approximately natural color and contrast.",https://photojournal.jpl.nasa.gov/jpeg/PIA00400.jpg,1998-06-08
Io: Cylindrical Projection,"New multispectral image cube of Io from Voyager 2 images, simple cylindrical projection. Top: Natural color, Middle: enhanced color, Bottom: color-ratio composite. Improvements compared to old global mosaics of McEwen (1988) allow us to recognize new spectral units and relations and will facilitate comparisons to HST and Galileo observations.",https://photojournal.jpl.nasa.gov/jpeg/PIA00401.jpg,1998-06-08
Saturn With Rhea and Dione (false color),"NASA's Voyager 2 took this 'false color' photograph of Saturn on July 21, 1981, when the spacecraft was 33.9 million kilometers (21 million miles) from the planet. Two bright, presumably convective cloud patterns are visible in the mid-northern hemisphere and several dark spoke-like features can be seen in the broad B-ring (left of planet). The moons Rhea and Dione appear as blue dots to the south and southeast of Saturn, respectively. Voyager 2 made its closest approach to Saturn on Aug. 25, 1981. The Voyager project is managed for NASA by the Jet Propulsion Laboratory, Pasadena, California",https://photojournal.jpl.nasa.gov/jpeg/PIA01143.jpg,1981-07-21
Neptune Full Disk View,"This picture of Neptune was produced from the last whole planet images taken through the green and orange filters on the Voyager 2 narrow angle camera. The images were taken at a range of 4.4 million miles from the planet, 4 days and 20 hours before closest approach. The picture shows the Great Dark Spot and its companion bright smudge; on the west limb the fast moving bright feature called Scooter and the little dark spot are visible. These clouds were seen to persist for as long as Voyager's cameras could resolve them. North of these, a bright cloud band similar to the south polar streak may be seen.",https://photojournal.jpl.nasa.gov/jpeg/PIA01492.jpg,1998-10-30
Neptune’s Rings,"In Neptune's outermost ring, 39,000 miles out, material mysteriously clumps into three arcs. Voyager 2 acquired this image as it encountered Neptune in August of 1989.",https://photojournal.jpl.nasa.gov/jpeg/PIA01493.jpg,1998-10-30
South Polar View of Miranda,"Uranus' moon Miranda is shown in a computer-assembled mosaic of images obtained Jan. 24, 1986, by the Voyager 2 spacecraft. Miranda is the innermost and smallest of the five major Uranian satellites, just 480 kilometers (about 300 miles) in diameter. Nine images were combined to obtain this full-disc, south-polar view, which shows the varying geologic provinces of Miranda. The bulk of the photo comprises seven high-resolution images from the Voyager closest-approach sequence. Data from more distant, lower-resolution images were used to fill in gaps along the limb.",https://photojournal.jpl.nasa.gov/jpeg/PIA01490.jpg,1986-01-24
Neptune and Triton,"This image was returned by the Voyager 2 spacecraft on July 3, 1989, when it was 76 million kilometers (47 million miles) from Neptune. The planet and its largest satellite, Triton, are captured in the field of view of Voyager's narrow-angle camera through violet, clear and orange filters. Triton appears in the lower right corner at about 5 o'clock relative to Neptune. Recent measurements from Voyager images show Triton to be between 1,400 and 1,800 kilometers (about 870 to 1,100 miles) in radius with a surface that is about as bright as freshly fallen snow. Because Triton is barely resolved in current narrow-angle images, it is too early to see features on its surface. Scientists believe Triton has at least a small atmosphere of methane and possibly other gases.",https://photojournal.jpl.nasa.gov/jpeg/PIA01491.jpg,1989-07-03
Voyager 2 Launch,"Voyager 2 was launched on August 20, 1977, from the NASA Kennedy Space Center at Cape Canaveral in Florida, propelled into space on a Titan/Centaur rocket.",https://photojournal.jpl.nasa.gov/jpeg/PIA01480.jpg,1977-08-20
Uranus’ Atmosphere,A latitude-longitude grid superimposed on this Voyager 2 false color image shows that Uranus' atmosphere circulates in the same direction as the planet rotates.,https://photojournal.jpl.nasa.gov/jpeg/PIA01489.jpg,1998-10-30
Uranus’ Far-flung Rings,"Uranus' rings, photographed by Voyager 2 as it approached the plane of the Uranian ring system.",https://photojournal.jpl.nasa.gov/jpeg/PIA01487.jpg,1998-10-30
Composition Differences within Saturn’s Rings,"Possible variations in chemical composition from one part of Saturn's ring system to another are visible in this Voyager 2 picture as subtle color variations that can be recorded with special computer-processing techniques. This highly enhanced color view was assembled from clear, orange and ultraviolet frames obtained Aug. 17, 1981, from a distance of 8.9 million kilometers (5.5 million miles). In addition to the previously known blue color of the C-ring and the Cassini Division, the picture shows additional color differences between the inner B-ring and outer region (where the spokes form) and between these and the A-ring.",https://photojournal.jpl.nasa.gov/jpeg/PIA01486.jpg,1981-08-17
Uranus’ Largest Moon Oberon,"Uranus' outermost and largest moon, Oberon, is seen in this Voyager 2 image, obtained Jan. 22, 1986, from a distance of 2.77 million kilometers (1.72 million miles). The clear-filter image, shuttered by Voyager's narrow-angle camera, shows that Oberon displays several distinct highly reflective (high-albedo) patches with low-albedo centers. Some of the bright patches are suggestive of radial patterns that could represent impact craters excavated from an icy surface. On average, Oberon reflects about 20 percent of the incident sunlight. The moon is about 1,600 km (1,000 mi) in diameter; resolution of this image is 51 km (32 mi). It was taken two days before Voyager's closest approach to Oberon, at which point the spacecraft will be about 471,000 km (293,000 mi) away.",https://photojournal.jpl.nasa.gov/jpeg/PIA01352.jpg,1986-01-22
Saturnian Atmospheric Storm,"A vortex, or large atmospheric storm, is visible at 74` north latitude in this color composite of Voyager 2 Saturn images obtained Aug. 25, 1979 from a range of 1 million kilometers (620,000 miles). Three wide-angle-camera images taken through green, orange and blue filters were used. This particular storm system seems to be one of the few large-scale structures in Saturn's polar region, which otherwise is dominated by much smaller-scale features suggesting convection. The darker, bluish structure (upper right) oriented east to west strongly suggests the presence of a jet stream at these high latitudes. The appearance of a strong east-west flow in the polar-region could have a major influence on models of Saturn's atmospheric circulation, if the existence of such a flow can be substantiated in time sequences of Voyager images. The smallest features visible in this photograph are about 20 km. (12 mi.) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01379.jpg,1979-08-25
Photographic Mosaic of Saturn,"This photographic mosaic of Saturn is the result of the processing of three green-filter frames obtained Aug. 20, when Voyager 2 was 5.7 million kilometers (3.4 million miles) from the planet. At this resolution, the smallest visible features are 100 km. (60 mi.) across. This photograph illustrates the type of processing that can be used to obtain data concerning wind speeds and the evolution of individual cloud pairs. For these purposes, selected sets of data spanning known time intervals are used. Because the image processors are not enhancing three colors equally to compose a single color image, they are free to stretch and filter the data to maximize the visible structure of the color that shows the greatest contrast.",https://photojournal.jpl.nasa.gov/jpeg/PIA01377.jpg,1998-11-13
Voyager 2 Image of Saturn,"This Voyager 2 image of Saturn, obtained Aug. 21 from a distance of 5.4 million kilometers (3.4 million miles), shows further evidence of weather patterns at all latitudes. A stream of clouds is moving in the westward flow at about 15 meters-per-second (33 mph). The clouds are attached to a large spot about 3,000 km. (1,900 mi.) in diameter; the spot moves eastward at about 30 meters-per-second (65 mph) and shows the anti-cyclonic rotation of the combined features. Another spot is seen to the east of the larger cloud, with a similar anti-cyclonic rotation. This ribbonlike feature seen in the latitude band centered at 47 north marks a high-speed jet of about 150 meters-per-second (330 mph). Further small-scale clouds are evident toward the polar region (upper right).",https://photojournal.jpl.nasa.gov/jpeg/PIA01376.jpg,1998-11-13
Uranus’ Upper Atmosphere,"This computer enhancement of a Voyager 2 image, emphasizes the high-level haze in Uranus' upper atmosphere. Clouds are obscured by the overlying atmosphere.",https://photojournal.jpl.nasa.gov/jpeg/PIA01488.jpg,1998-11-02
Saturn’s Ribbonlike Cloud Structure,"The extensive ribbonlike cloud structure in Saturn's atmosphere is visible in this Voyager 2 green-filter photograph, obtained Aug. 23 from a range of 2.5 million kilometers (1.6 million miles). Some Voyager scientists have interpreted the ribbon to be a large-scale atmospheric wave; it is believed to lie in a rapid eastward-moving jet stream. The presence of vortices adjacent to the ribbon itself will help scientists understand the relationship between such structures and the strong jet-streams present in Saturn's atmosphere. The smallest features visible in this photograph measure about 50 km. (30 mi.) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01378.jpg,2012-06-25
Rings of Uranus at 1.44 kilometers,"The outer rings of Uranus are visible in this Voyager 2 image, obtained Jan. 23, 1986, from a distance of 1.44 million kilometers (890,000 miles). The outermost and brightest ring, called epsilon, is visible along with the fainter and narrower delta and gamma rings (from left). This clear-filter, 15-second exposure was shuttered by Voyager's narrow-angle camera. The resolution of this image is about 15 km (9 mi). The epsilon ring is resolved into two bright components separated by a darker lane of material. Voyager scientists believe this is caused by a thinning of the ring material away from the edges of the ring. This image was part of a sequence of pictures designed to search for moons orbiting within the rings and responsible for their narrow appearance. One of two such ""shepherd"" moons discovered by Voyager -- found Jan. 20 and designated 1986U7 -- is visible as the elongated bright feature midway between the epsilon and delta rings. The moon appears elongated because its orbital motion smeared its image during the long exposure.",https://photojournal.jpl.nasa.gov/jpeg/PIA01350.jpg,1986-01-23
Outer Part of the Uranian Ring System,"Voyager 2's wide-angle camera captured this view of the outer part of the Uranian ring system the morning of Jan. 24, 1986, just 11 minutes before passing through the ring plane. The spacecraft was 125,000 kilometers (78,000 miles) away when it obtained this clear-filter view; the resolution is slightly better than 9 km (6 mi). The brightest, outermost ring is known as epsilon. Interior to epsilon lie (from top) the newly discovered 10th ring of Uranus -- designated 1986UR1 and barely visible here -- and then the delta, gamma and eta rings.",https://photojournal.jpl.nasa.gov/jpeg/PIA01355.jpg,1986-01-24
Uranus’ Innermost Satellite Miranda,"Miranda, innermost of Uranus' large satellites, is seen at close range in this Voyager 2 image, taken Jan. 24, 1986, as part of a high-resolution mosaicing sequence. Voyager was some 36,000 kilometers (22,000 miles) away from Miranda. This clear-filter, narrow-angle image shows an area about 250 km (150 mi) across, at a resolution of about 800 meters (2,600 feet). Two distinct terrain types are visible: a rugged, higher-elevation terrain (right) and a lower, striated terrain. Numerous craters on the rugged, higher terrain indicate that it is older than the lower terrain. Several scarps, probably faults, cut the different terrains. The impact crater in the lower part of this image is about 25 km (15 mi) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01354.jpg,1986-01-24
A View of Saturn’s F-ring,"Voyager 2 obtained this picture of Saturn's F-ring on Aug. 26 just before the spacecraft crossed the planet's ring plane. This edge-on view, taken from a range of 103,000 kilometers (64,000 miles), shows nearly 25` of the F-ring, with at least four distinct components visible. Voyager's photopolarimeter conducted a higher-resolution scan through another part of the ring, showing it to be composed of even more distinct ringlets than this frame would indicate.",https://photojournal.jpl.nasa.gov/jpeg/PIA01382.jpg,1998-11-17
A View of Saturn’s B-ring,"This Voyager 2 photograph of the lit face of Saturn's B-ring was obtained Aug. 25 from a distance of 743,000 kilometers (461,000 miles). It covers a range of about 6,000 km. (3,700 mi.) and shows the ring structure broken up into about 10 times more ringlets than previously suspected. The narrowest features here are about 15 km. (10 mi.) wide. Variations in brightness are due to a combination of differences in ring particle number density and light scattering properties. The B-ring is the most opaque of Saturn's rings; the highest-resolution Voyager 1 observations were of its unlit face, where little detail is visible.",https://photojournal.jpl.nasa.gov/jpeg/PIA01380.jpg,1998-11-17
Thin Ringlet of Saturn’s A-ring,"Voyager 2 discovered a new ""kinky"" ringlet inside the Encke Gap in Saturn's A-ring. These pictures show the thin ringlet at two different positions, photographed Aug. 25 from a distance of about 700,000 kilometers (435,000 miles) near the time the spacecraft crossed the planet's ring plane. Resolution is about 15 km. (9 mi.) in both frames. Here, the ringlet appears in two different positions: about midway in the gap in the right-hand image and near the inner edge of the gap at left. Scientists do not know if the kinky ring is eccentric, or off-center, or if perhaps there are several inner rings, with different components visible at different longitudes. The kinks, clearly visible on the right, appear to be more closely spaced than those seen in Saturn's outer F-ring. (The fine white dots or ""snow"" in these pictures are artifacts of processing and are not individual moonlets).",https://photojournal.jpl.nasa.gov/jpeg/PIA01381.jpg,1998-11-17
Ariel’s Transecting Valleys,"This highest-resolution Voyager 2 view of Ariel's terminator shows a complex array of transecting valleys with super-imposed impact craters. Voyager obtained this clear-filter, narrow-angle view from a distance of 130,000 kilometers (80,000 miles) and with a resolution of about 2.4 km (1.5 mi). Particularly striking to Voyager scientists is the fact that the faults that bound the linear valleys are not visible where they transect one another across the valleys. Apparently these valleys were filled with deposits sometime after they were formed by tectonic processes, leaving them flat and smooth. Sinuous rilles (trenches) later formed, probably by some flow process. Some type of fluid flow may well have been involved in their evolution.",https://photojournal.jpl.nasa.gov/jpeg/PIA01356.jpg,1998-12-05
Jupiter’s Great Red Spot,"This color composite made from Voyager 2 narrow-angle camera frames shows the Great Red Spot during the late Jovian afternoon. North of the Red Spot lies a curious darker section of the South Equatorial Belt (SEB), the belt in which the Red Spot is located. A bright eruption of material passing from the SEB northward into the diffuse equatorial clouds has been observed on all occasions when this feature passes north of the Red Spot. The remnants of one such eruption are apparent in this photograph. To the lower left of the Red Spot lies one of the three long-lived White Ovals. This photograph was taken on June 29, 1979, when Voyager 2 was over 9 million kilometers (nearly 6 million miles) from Jupiter. The smallest features visible are over 170 kilometers (106 miles) across.",https://photojournal.jpl.nasa.gov/jpeg/PIA01370.jpg,1979-06-29
Jupiter from Voyager 2,"This image was obtained on June 29, 1979, when Voyager 2 was 9.3 million kilometers (5.6 million miles) from the planet. The view extends from +40 to -40 latitude with size of the smallest discernible features equal to 172 kilometers (106 miles). The broad, orange band extending across the lower half of the picture is the equatorial region of the planet. All brown and white oval-shaped clouds visible in this image were observed by Voyager 1 in early March, illustrating the stability of this type of feature in the Jovian atmosphere. The turbulent region in the lower right-hand corner lies to the west of the Great Red Spot. High velocity westward winds along the southern edge combine with eastern winds along the northern edge to produce the observed effect. These individual features are short-lived.",https://photojournal.jpl.nasa.gov/jpeg/PIA01369.jpg,1979-06-29
