title,date,image_id,page_url,caption
"Io, the South Polar Region",1998-06-04,PIA00327,https://photojournal.jpl.nasa.gov/catalog/PIA00327,"This Voyager 1 image mosaic shows Io's south polar region. The South Pole is near the terminator (line between daylight and night) at right center. Haemus Mons, a 10-km high (32,000 foot) mountain is at bottom. Elsewhere, much flatter volcanic plains, eroded volcanic plateaus, and crater-like volcanic calderas dominate the scene. The partly black-filled caldera at far left is Creidne Patera. The composition of the prevalent volcanic plains of Io could consist dominantly of sulfur with a thin discontinuous coating of sulfur dioxide frost or of silicates (such as basalt) coated with sulfurous condensates. The black material in Creidne Patera is where sulfur or silicates are probably still molten, whereas the brown material in the caldera is probably where the sulfur has solidified."
Volcanic Plains of Io Near Galai Patera,1998-06-04,PIA00324,https://photojournal.jpl.nasa.gov/catalog/PIA00324,"Io's volcanic plains are shown in this Voyager 1 image, which spans an area about 1030 km (640 miles) from left to right. North is about the 1:30 position. Numerous volcanic calderas and lava flows are visible here. The brown teardrop-shaped feature at left center is Galai Patera, a 100-km-long (62 mi) lava-flooded caldera (collapsed vent) of a volcano. The composition of Io's volcanic plains and lava flows has not been determined. The prevalent yellow, brown, and orange material may consist dominantly of sulfur with surface frosts of sulfur dioxide or of silicates (such as basalt) encrusted with sulfur and sulfur dioxide condensates. The whitish patches probably are freshly deposited SO2 frost."
Eruption of Pele,1998-06-04,PIA00323,https://photojournal.jpl.nasa.gov/catalog/PIA00323,"The eruption of Pele on Jupiter's moon Io. The volcanic plume rises 300 kilometers above the surface in an umbrella-like shape. The plume fallout covers an area the size of Alaska. The vent is a dark spot just north of the triangular-shaped plateau (right center). To the left, the surface is covered by colorful lava flows rich in sulfur."
"Io, the Ra Patera, Mazda Catena, and Gibil Patera Area",1998-06-04,PIA00321,https://photojournal.jpl.nasa.gov/catalog/PIA00321,"Io's volcanic plains are shown in this Voyager 1 image mosaic. Also visible are numerous volcanic calderas and lava flows. Ra Patera with its multihued lava flows is below and right of the mosaic's center. This scene is about 1300 miles (2100 km) long. The composition of Io's volcanic plains and lava flows has not been determined, but they could consist dominantly of sulfur or of silicates (such as basalt) coated with sulfur condensates. The bright whitish patches probably consist of freshly deposited SO2 frost."
Loki Patera,1998-06-04,PIA00320,https://photojournal.jpl.nasa.gov/catalog/PIA00320,"A huge area of Io's volcanic plains is shown in this Voyager 1 image mosaic. Numerous volcanic calderas and lava flows are visible here. Loki Patera, an active lava lake, is the large shield-shaped black feature. Heat emitted from Loki can be seen through telescopes all the way from Earth. These telescopic observations tell us that Loki has been active continuously (or at least every time astronomers have looked) since the Voyager 1 flyby in March 1979. The composition of Io's volcanic plains and lava flows has not been determined, but they could consist dominantly of sulfur with surface frosts of sulfur dioxide or of silicates (such as basalts) encrusted with sulfur and sulfur dioxide condensates. The bright whitish patches probably consist of freshly deposited SO2 frost. The black spots, including Loki, are probably hot sulfur lava, which may remain molten by intrusions of molten silicate magma, coming up from deeper within Io. The ultimate source of heat that keeps Io active is tidal frictional heating due to the continual flexure of Io by the gravity of Jupiter and Europa, another of Jupiter's satellites."
Io Shown in Lambertian Equal Area Projection and in Approximately Natural Color,1998-06-04,PIA00318,https://photojournal.jpl.nasa.gov/catalog/PIA00318,"Voyager 1 computer color mosaics, shown in approximately natural color and in Lambertian equal-area projections, show the Eastern (left) and Western (right) hemispheres of Io. This innermost of Jupiter's 4 major satellites is the most volcanically active object in the solar system. Io is 2263 mi (3640 km) in diameter, making it a little bigger than Earth's moon. Almost all the features visible here have volcanic origins, including several calderas and eruption plumes that were active at the time of the Voyager 1 encounter."
Global Mercator Mosaic,1998-06-04,PIA00319,https://photojournal.jpl.nasa.gov/catalog/PIA00319,"Io's volcanic plains are shown in this Voyager 1 image mosaic which covers the area roughly from latitude 60 degrees N. to latitude 60 degrees S. and longitude 100-345. North is up. Numerous volcanic calderas, lava flows, and volcanic eruption plumes are visible here. The composition of Io's volcanic plains and lava flows has not been determined, but they could consist dominantly of sulfur with surface frosts of sulfur dioxide or of silicates (such as basalt) encrusted with sulfur and sulfur dioxide condensates. The bright whitish patches probably consist of freshly deposited sulfur dioxide frost."
"Io, Showing Volcanic Plains and Mountains",1998-06-04,PIA00328,https://photojournal.jpl.nasa.gov/catalog/PIA00328,"Io's volcanic plains are shown in this Voyager 1 image. Also visible are numerous volcanic calderas and two large mountains (Euboea Montes, just above center, and Haemus Montes, at lower left). The plains include some distinct lava flows, such as those of Lerna Regio (lower right), and low mesas, such as Nemeas Planum (bottom center) and Dodona Planum (just left of center). This scene is about 1050 mi (1700 km) from left to right. The composition of Io's volcanic plains and lava flows has not been determined, but they could consist dominantly of sulfur or of silicates (such as basalt) coated with sulfurous condensates. The apparent erosion of the edges of some mesas suggests that they are composed of something volatile, possibly including a component of SO2 ice, which is observed spectroscopically to be widespread on Io. The high topographic relief in some areas, particularly of the montes, suggests that those areas are made primarily of silicate rock, which is much stronger than sulfur or SO2. The bright aureoles around several features probably consist of freshly deposited SO2 frost that was vented from cracks and volcanic conduits."
Jupiter,1979-03-24,PIA01324,https://photojournal.jpl.nasa.gov/catalog/PIA01324,"This crescent view of Jupiter was taken by Voyager 1 on March 24, 1979. This image was taken through three color filters and recombined to produce the color image. This photo was assembled from three black and white negatives by the Image Processing Lab at Jet Propulsion Laboratory."
Voyager Tour Montage,1998-10-30,PIA01483,https://photojournal.jpl.nasa.gov/catalog/PIA01483,This montage of images of the planets visited by Voyager 2 was prepared from an assemblage of images taken by the 2 Voyager spacecraft.
Saturn System Montage,1998-10-30,PIA01482,https://photojournal.jpl.nasa.gov/catalog/PIA01482,"This montage of images of the Saturnian system was prepared from an assemblage of images taken by the Voyager 1 spacecraft during its Saturn encounter in November 1980. This artist's view shows Dione in the forefront, Saturn rising behind, Tethys and Mimas fading in the distance to the right, Enceladus and Rhea off Saturn's rings to the left, and Titan in its distant orbit at the top."
First Evidence of Jupiter Ring,1979-03-04,PIA01484,https://photojournal.jpl.nasa.gov/catalog/PIA01484,"First evidence of a ring around the planet Jupiter is seen in this photograph taken by Voyager 1 on March 4, 1979. The multiple exposure of the extremely thin faint ring appears as a broad light band crossing the center of the picture. The edge of the ring is 1,212,000 km from the spacecraft and 57,000 km from the visible cloud deck of Jupiter. The background stars look like broken hair pins because of spacecraft motion during the 11 minute 12 second exposure. The wavy motion of the star trails is due to the ultra-slow natural oscillation of the spacecraft (with a period of 78 seconds). The black dots are geometric calibration points in the camera. The ring thickness is estimated to be 30 km or less. The photograph was part of a sequence planned to search for such rings in Jupiter's equatorial plane. The ring has been invisible from Earth because of its thinness and its transparency when viewed at any angle except straight on."
Jupiter System Montage,1998-10-30,PIA01481,https://photojournal.jpl.nasa.gov/catalog/PIA01481,"Jupiter and its four planet-size moons, called the Galilean satellites, were photographed in early March by Voyager 1 and assembled into this collage. They are not to scale but are in their relative positions. Startling new discoveries on the Galilean moons and the planet Jupiter made by Voyager 1 have been factored into a new mission design for Voyager 2. Voyager 2 will fly past Jupiter on July 9. Reddish Io (upper left) is nearest Jupiter; then Europa (center); Ganymede and Callisto (lower right). Nine other much smaller satellites circle Jupiter, one inside Io's orbit and the other millions of miles from the planet. Not visible is Jupiter's faint ring of particles, seen for the first time by Voyager 1."
Saturn’s Satellite Dione,1980-11-09,PIA01373,https://photojournal.jpl.nasa.gov/catalog/PIA01373,"This picture of Saturn's satellite Dione was taken by NASA's Voyager 1 on Nov. 9, 1980 from a distance of 4.2 million kilometers (2.6 million miles). Light and dark patches are visible on the moon's surface, reminiscent of features seen on Jupiter's satellite Ganymede during Voyagers's Jupiter encounter last year. The bright spots may be rays emanating from impact craters on Dione's surface. Dione is about 1,110 kilometers in diameter, about one-third the size of Earth's Moon. The smallest detail seen in this image is about 78 kilometers (48 miles) across."
Saturn’s Satellite Rhea,1980-11-11,PIA01372,https://photojournal.jpl.nasa.gov/catalog/PIA01372,"Bright streaks and blotches are visible against a darker back-ground on the surface of Saturn's satellite Rhea, seen in this Voyager 1 image taken Nov. 11, 1980 from a range of 1,925,000 kilometers (1,196,000 miles). Even the dark areas, thought to be water frost and ice, are fairly bright with about 50 percent reflectance. The bright streaks may be related to impacts by objects that throw out pulverized ice grains from beneath the ice-covered surface. Some of the bright streaks are not straight but have a curved appearance similar to the grooved, icy terrain on Jupiter's satellite Ganymede seen in Voyager photographs taken at this resolution. Scientists do knot yet know if a satellite of Rhea's size (approximately 1,500 kilometers or 900 miles in diameter) can have an active thermal history like Ganymede's, but higher resolution photographs taken by Voyager should reveal clues to its history."
Voyager Picture of Jupiter,1979-01-06,PIA01371,https://photojournal.jpl.nasa.gov/catalog/PIA01371,"NASA's Voyager 1 took this picture of the planet Jupiter on Saturday, Jan. 6, 1979, the first in its three-month-long, close-up investigation of the largest planet. The spacecraft, flying toward a March 5 closest approach, was 35.8 million miles (57.6 million kilometers) from Jupiter and 371.7 million miles (598.2 million kilometers) from Earth when the picture was taken. As the Voyager cameras begin their meteorological surveillance of Jupiter, they reveal a dynamic atmosphere with more convective structure than had previously been thought. While the smallest atmospheric features seen in this picture are still as large as 600 miles (1,000 kilometers) across, Voyager will be able to detect individual storm systems as small as 3 miles (5 kilometers) at closest approach. The Great Red Spot can be seen near the limb at the far right. Most of the other features are too small to be seen in terrestrial telescopes."
South Polar Region of Io,1998-11-02,PIA01485,https://photojournal.jpl.nasa.gov/catalog/PIA01485,"The South Polar region of Jupiter's moon Io, seen by Voyager 1 as it passed beneath."
The Saturnian Moon Dione,1980-11-12,PIA01366,https://photojournal.jpl.nasa.gov/catalog/PIA01366,"Many large impact craters are seen in this view of the Saturnian moon Dione taken by NASA's Voyager 1 on Nov. 12, 1980 from a range of about 240,000 kilometers (149,000 miles). Bright radiating patterns probably represent debris rays thrown out of impact craters; other bright areas may be topographic ridges and valleys. Also visible are irregular valleys that represent old fault troughs degraded by impacts. The center of the frame is at 26 degrees south latitude on the Saturn-facing hemisphere."
Saturn’s Ring System,1980-11-09,PIA01374,https://photojournal.jpl.nasa.gov/catalog/PIA01374,"Both the limb of Saturn and the shadow of its ring system are seen through the transparent C-ring in this striking picture taken by NASA's Voyager 1 on Nov. 9, 1980 at a distance of 4.5 million kilometers (3 million miles). Gaps and regions of high transparency are seen throughout the C-ring, especially in the area closest to the opaque B-ring. Shadows of the A-, B-, and C-rings are clearly visible on the disk of Saturn. The C-ring shadow showing the gaps described above is the uppermost shadow; below this is the very black shadow of the opaque B-ring, then the Cassini Division, and at the bottom, the shadow of the A-ring."
Saturn’s North Temperate Region,1980-11-05,PIA01375,https://photojournal.jpl.nasa.gov/catalog/PIA01375,"This comparison shows Saturn's north temperate region as viewed Nov. 5, 1980, by Voyager 1 (left) and Aug. 21 by its sister craft, Voyager 2, from a range of 5 million kilometers (3.1 million miles). The large bright oval feature in the lower right of each frame measures about 2,500 km. (1,550 mi.) across. This feature, a gigantic storm system in the planet's atmosphere, was first observed by Voyager 1 almost exactly one year ago. Thus, as on Jupiter, some storms in Saturn's atmosphere are quite long-lived compared to their smaller terrestrial counterparts. By contrast, the pattern of convective disturbances to the north (upper right) undergoes rapid changes in a matter of even a few days. In some respects, these features resemble gigantic thunderstorms. The largest bright feature in the Voyager 1 photograph extends about 7,500 km. (4,650 mi.) from north to south. These giant storms lie within one of the strongest westward-flowing currents observed in the atmosphere, with wind speeds of about 20 meters-per-second (45 mph). The smallest visible features here are about 100 km. (62 mi.) across."
"Saturn and its Satellites Tethys, Enceladus and Mimas",1980-10-30,PIA01383,https://photojournal.jpl.nasa.gov/catalog/PIA01383,"Saturn and its satellites Tethys (outer left), Enceladus (inner left) and Mimas (right of rings) are seen in this mosaic of images taken by NASA's Voyager 1 on Oct. 30, 1980 from a distance of 18 million kilometers (11 million miles). The soft, velvety appearance of the low-contrast banded structure and increased reflection of blue light near the perimeter of the Saturn disk are due to scattering by a haze layer above the planet's cloud deck. Features larger than 350 kilometers (220 miles) are visible. The projected width of the rings at the center of the disk is 10,000 kilometers (6,000 miles), which provides a scale for estimating feature sizes on the image."
Jupiter’s Great Red Spot,1998-12-05,PIA01384,https://photojournal.jpl.nasa.gov/catalog/PIA01384,This view of Jupiter was taken by Voyager 1. This image was taken through color filters and recombined to produce the color image. This photo was assembled from three black and white negatives by the Image Processing Lab at Jet Propulsion Laboratory.
Jupiter’s Moon Io,1998-12-05,PIA01368,https://photojournal.jpl.nasa.gov/catalog/PIA01368,"This picture shows a special color reconstruction of one of the erupting volcanos on Io discovered by Voyager 1 during its encounter with Jupiter on the 4th and 5th of March. The picture was taken March 4 about 5:00 p.m. from a range of about half a million kilometers showing an eruption region on the horizon. This method of color analysis allows scientists to combine data from four pictures, taken in ultraviolet, blue, green and orange light. In this picture one can see the strong change in color of the erupting plume. The region that is brighter in ultraviolet light (blue in this image) is much more extensive than the denser, bright yellow region near the center of the eruption. Scientists will use data of this type to study the amount of gas and dust in the eruption and the size of dust particles. Preliminary analysis suggests that the bright ultraviolet part of the cloud may be due to scattered light from very fine particles (the same effect which makes smoke appear bluish)."
Jupiter,1999-01-08,PIA01353,https://photojournal.jpl.nasa.gov/catalog/PIA01353,This is a view of Jupiter taken by Voyager 1. This image was taken through three color filters and recombined to produce the color image. This photo was assembled from three black and white negatives by the Image Processing Lab at Jet Propulsion Laboratory.
Jupiter Plume,1979-03-01,PIA01518,https://photojournal.jpl.nasa.gov/catalog/PIA01518,"Reconstruction of a plume on Jupiter, photographed on March 1, 1979 by NASA's Voyager 1 spacecraft."
Ganymede’s Equatorial Region,1999-03-13,PIA01517,https://photojournal.jpl.nasa.gov/catalog/PIA01517,"GANYMEDE COLOR PHOTOS: This color picture as acquired by Voyager 1 during its approach to Ganymede on Monday afternoon (the 5th of March). At ranges between about 230 to 250 thousand km. The images show detail on the surface with a resolution of four and a half km. This picture is south of PIA01516(P21262) near the equator of Ganymede, and has relatively subdued colors in the visible part of the spectrum (later, scientists will analyze Voyager pictures taken in UV). The most striking features are the bright ray craters which have a distinctly ""bluer"" color appearing white against the redder background. Ganymede's surface is known to contain large amounts of surface ice and it appears that these relatively young craters have spread bright fresh ice materials over the surface. Likewise, the lighter color and reflectivity of the grooved areas suggest that here, too, there is cleaner ice. We see ray craters with all sizes of ray patterns, ranging from extensive systems, down to craters which have only faint remnants of bright ejecta patterns. This variation suggests that, as on the Moon, there are processes which act to darken ray material, probably ""gardening"" by micrometeoroid impact."
Cratering and Grooved Terrain on Ganymede,1999-03-13,PIA01516,https://photojournal.jpl.nasa.gov/catalog/PIA01516,"This color picture as acquired by Voyager 1 during its approach to Ganymede on Monday afternoon (the 5th of March). At ranges between about 230 to 250 thousand km. The image shows detail on the surface with a resolution of four and a half km. This picture is just south of PIA01515(P21161) and shows more craters. It also shows the two distinctive types of terrain found by Voyager, the darker ungrooved regions and the lighter areas which show the grooves or fractures in abundance. The most striking features are the bright ray craters which havE a distinctly ""bluer"" color appearing white against the redder background. Ganymede's surface is known to contain large amounts of surface ice and it appears that these relatively young craters have spread bright fresh ice materials over the surface. Likewise, the lighter color and reflectivity of the grooved areas suggests that here too, there is cleaner ice. We see ray craters with all sizes of ray patterns, ranging from extensive systems of the crater in the northern part of this picture, which has rays at least 300-500 kilometers long, down to craters which have only faint remnants of bright ejecta patterns. This variation suggests that, as on the Moon, there are processes which act to darken ray material, probably ""gardening"" by micrometeoroid impact."
Bright Ray Craters in Ganymede’s Northern Hemisphere,1999-03-13,PIA01515,https://photojournal.jpl.nasa.gov/catalog/PIA01515,"GANYMEDE COLOR PHOTOS: This color picture as acquired by Voyager 1 during its approach to Ganymede on Monday afternoon (the 5th of March). At ranges between about 230 to 250 thousand km. The images show detail on the surface with a resolution of four and a half km. This picture is of a region in the northern hemisphere near the terminator. It shows a variety of impact structures, including both razed and unrazed craters, and the odd, groove-like structures discovered by Voyager in the lighter regions. The most striking features are the bright ray craters which have a distinctly 'bluer' color appearing white against the redder background. Ganymede's surface is known to contain large amounts of surface ice and it appears that these relatively young craters have spread bright fresh ice materials over the surface. Likewise, the lighter color and reflectivity of the grooved areas suggests that here, too, there is cleaner ice. We see ray craters with all sizes of ray patterns, ranging from extensive systems of the crater in the southern part of this picture, which has rays at least 300-500 kilometers long, down to craters which have only faint remnants of bright ejects patterns (such as several of the craters in the southern half of PIA01516; P21262). This variation suggests that, as on the Moon, there are processes which act to darken ray material, probably 'gardening' by micrometeoroid impact."
Io Surface Deposits and Volcanic Craters,1979-03-05,PIA01514,https://photojournal.jpl.nasa.gov/catalog/PIA01514,"This picture of Io, the innermost Galilean satellite, was taken by Voyager 1 on the morning of March 5, 1979 at a range of 377,000 kilometers (226,200 miles). The smallest features visible are about 10 kilometers (6 miles) across. The reddish, white and black areas are probably surface deposits, possibly consisting of mixtures of salts, sulfur and sublimate deposits of possible volcanic origin. Many of the black spots in these pictures are associated with craters of possible volcanic origin. The lack of impact craters on Io suggests that the surface is relatively young compared to the other Galilean satellites and some of the terrestrial planets such as Mercury and the Moon."
Jupiter - Southeast of Great Red Spot,1979-03-01,PIA01513,https://photojournal.jpl.nasa.gov/catalog/PIA01513,"This photo of Jupiter was taken by Voyager 1 on March 1, 1979, from a distance of 2.7 million miles (4.3 million kilometers). The region shown is just to the southeast of the Great Red Spot. A small section of the spot can be seen at upper left. One of the 40-year-old white ovals in Jupiter's atmosphere can also be seen at middle left, as well as a wealth of other atmospheric features, including the flow lines in and around the ovals. The smallest details that can be seen in this photo are about 45 miles (80 kilometers) across."
Jupiter’s Great Red Spot and White Ovals,1979-03-01,PIA01512,https://photojournal.jpl.nasa.gov/catalog/PIA01512,"This photo of Jupiter was taken by Voyager 1 on the evening of March 1, 1979, from a distance of 2.7 million miles (4.3 million kilometers). The photo shows Jupiter's Great Red Spot (top) and one of the white ovals than can be seen in Jupiter's atmosphere from Earth. The white ovals were seen to form in 1939, and 1940, and have remained more or less constant ever since. None of the structure and detail evident in these features have ever been seen from Earth. The Great Red Spot is three times as large as Earth. Also evident in the picture is a great deal of atmospheric detail that will require further study for interpretation. The smallest details that can be seen in this picture are about 45 miles (80 kilometers~ across."
"Callisto From 7,000,000 kilometers",1999-03-15,PIA01511,https://photojournal.jpl.nasa.gov/catalog/PIA01511,"This Voyager 1 picture of Callisto, the outermost Galilean satellite, was taken February 28 from a distance of about 5 million miles (7 million kilometers). Callisto is the darkest of the Galilean satellites but is still nearly twice as bright as the Earth's Moon. The surface shows a mottled appearance consisting of bright and dark patches. The bright spots remind scientists of rayed or bright haloed craters, similar to those seen on the Earth's Moon. The Galilean satellites all show the same face to Jupiter -- just as the Earth's Moon always shows us the same face. In this photo we see the face of Callisto that always faces Jupiter."
"Callisto From 8,023,000 kilometers",1999-03-15,PIA01510,https://photojournal.jpl.nasa.gov/catalog/PIA01510,"This photo of Callisto, outermost of Jupiter's four Galilean satellites, was taken a few minutes after midnight (PST) Feb. 26 by Voyager 1. The distance to Callisto was 8,023,000 kilometers (4.98 million miles). The hemisphere in this picture shows a fairly uniform surface dotted with brighter spots that are up to several hundred kilometers across. Scientists believe the spots may be impact craters but higher-resolution photos will be necessary before the features can be interpreted. Callisto is about the same size as the planet Mercury -- about 5,000 kilometers (3,000 miles) in diameter. Callisto is much less massive than Mercury, however, giving density less than twice that of water. Scientists believe Callisto, therefore, is composed of a mixture of rock and ice (up to about 50 percent by weight). Its surface is darker than those of the other Galilean satellites, but is still about twice as bright as Earth's Moon. This color photo was assembled from three black and white images in the Image Processing Lab at Jet Propulsion Laboratory."
Jupiter and Three Galilean Satellites,1979-02-05,PIA00358,https://photojournal.jpl.nasa.gov/catalog/PIA00358,"Jupiter, its Great Red Spot and three of its four largest satellites are visible in this photo taken Feb. 5, 1979, by Voyager 1. The spacecraft was 28.4 million kilometers (17.5 million miles) from the planet at the time. The innermost large satellite, Io, can be seen against Jupiter's disk. Io is distinguished by its bright, brown-yellow surface. To the right of Jupiter is the satellite Europa, also very bright but with fainter surface markings. The darkest satellite, Callisto (still nearly twice as bright as Earth's Moon), is barely visible at the bottom left of the picture. Callisto shows a bright patch in its northern hemisphere. All three orbit Jupiter in the equatorial plane, and appear in their present position because Voyager is above the plane. All three satellites show the same face to Jupiter always -- just as Earth's Moon always shows us the same face. In this photo we see the sides of the satellites that always face away from the planet. Jupiter's colorfully banded atmosphere displays complex patterns highlighted by the Great Red Spot, a large, circulating atmospheric disturbance. This photo was assembled from three black and white negatives by the Image Processing Lab at Jet Propulsion Laboratory."
Jupiter Great Red Spot and White Ovals,1979-03-01,PIA00359,https://photojournal.jpl.nasa.gov/catalog/PIA00359,"This photo of Jupiter was taken by Voyager 1 on March 1, 1979. The spacecraft was 3 million miles (5 million kilometers) from Jupiter at the time. The photo shows Jupiter's Great Red Spot (upper right) and the turbulent region immediately to the west. At the middle right of the frame is one of several white ovals seen on Jupiter from Earth. The structure in every feature here is far better than has ever been seen from any telescopic observations. The Red Spot and the white oval both reveal intricate and involved structure. The smallest details that can be seen in this photo are about 55 miles (95 kilometers) across."
Ganymede Full Disk,1979-03-04,PIA00353,https://photojournal.jpl.nasa.gov/catalog/PIA00353,"This picture was taken on March 4, 1979 at 2:30 A.M. PST by Voyager 1 from a distance of 2.6 million kilometers (1.6 million miles). Ganymede is Jupiter's largest satellite with a radius of about 2600 kilometers, about 1.5 times that of our Moon. Ganymede has a bulk density of only approximately 2.0 g/cc almost half that of the Moon. Therefore, Ganymede is probably composed of a mixture of rock and ice. The features here, the large dark regions, in the northeast quadrant, and the white spots, resemble features found on the Moon, mare and impact craters respectively. The long white filaments resemble rays associated with impacts on the lunar surface. The various colors of different regions probably represent differing surface materials. There are several dots on the picture of single color (blue, green, and orange) which are the result of markings on the camera used for pointing determinations and are not physical markings."
Jupiter Full Disk with Great Red Spot,1979-01-09,PIA01509,https://photojournal.jpl.nasa.gov/catalog/PIA01509,"This recent photo of Jupiter taken by the television cameras aboard NASA's Voyager 1 is dominated by the Great Red Spot. Although the spacecraft is still 34 million miles (54 million kilometers) from a March 5 closest approach, Voyager's cameras already reveal details within the spot that aren't visible from Earth. An atmospheric system larger than Earth and more than 300 years old, the Great Red Spot remains a mystery and a challenge to Voyager's instruments. Swirling, storm-like features possibly associated with wind shear can be seen both to the left and above the Red Spot. Analysis of motions of the features will lead to a better understanding of weather in Jupiter's atmosphere. This photo was taken Jan. 9, 1979 and reassembled at Jet Propulsion Laboratory's Image Processing Laboratory."
Callisto’s Icy Surface,1999-03-06,PIA00362,https://photojournal.jpl.nasa.gov/catalog/PIA00362,"This color photo of Jupiter's satellite Callisto was made from three black-and-white images taken March 5 from a distance of 746,000 miles (1.2 million kilometers). It shows the entire hemisphere of Callisto that was photographed at high resolution by Voyager 1 during the close encounter with the satellite on March 6. Visible near the upper left limb is the large basin-like structure discovered by Voyager 1. The central region of the basin is much brighter than the average surface of the satellite. Near the south polar region are two bright areas associated with smaller basin-like structures. These bright areas are believed to contain more clean ice than the rest of Callisto's generally 'dirty-ice' surface."
High Winds in the Jovian Mid-latitudes,1979-03-02,PIA00360,https://photojournal.jpl.nasa.gov/catalog/PIA00360,"A high resolution image of the Jovian mid-latitudes taken by Voyager 1 on March 2, 1979, shows distinctly differing characteristics of the planet's meteorology. The well defined pale orange line running from southwest to northeast (North is at the top) marks the high speed north temperate current with wind speeds of about 120 meters per second. These high winds produce a cleaner flow pattern in the surrounding clouds. Toward the top of the picture, a weaker jet of approximately 30 meters per second is characterized by wave patterns and cloud features which have been observed to rotate in a clockwise manner at these latitudes of about 35 North. These clouds have been observed to have lifetimes of about one to two years. The picture was taken from a distance of 4 million kilometers (2.5 million miles)."
Crescent-shaped Earth and Moon,1977-08-20,PIA01967,https://photojournal.jpl.nasa.gov/catalog/PIA01967,"This picture of a crescent-shaped Earth and Moon -- the first of its kind ever taken by a spacecraft -- was recorded Sept. 18, 1977, by NASA's Voyager 1 when it was 7.25 million miles (11.66 million kilometers) from Earth. The Moon is at the top of the picture and beyond the Earth as viewed by Voyager. In the picture are eastern Asia, the western Pacific Ocean and part of the Arctic. Voyager 1 was directly above Mt. Everest (on the night side of the planet at 25 degrees north latitude) when the picture was taken. The photo was made from three images taken through color filters, then processed by the Jet Propulsion Laboratory's Image Processing Lab. Because the Earth is many times brighter than the Moon, the Moon was artificially brightened by a factor of three relative to the Earth by computer enhancement so that both bodies would show clearly in the print. Voyager 2 was launched Aug. 20, 1977, followed by Voyager 1 on Sept. 5, 1977, en route to encounters at Jupiter in 1979 and Saturn in 1980 and 1981. JPL manages the Voyager mission for NASA."
Saturn’s Moon Mimas,1980-11-12,PIA01968,https://photojournal.jpl.nasa.gov/catalog/PIA01968,"The cratered surface Saturn's moon Mimas is seen in this image taken by Voyager 1 on Nov. 12, 1980 from a range of 425,000 kilometers (264,000 miles). Impact craters made by the infall of cosmic debris are shown; the largest is more than 100 kilometers (62 miles) in diameter and displays a prominent central peak. The smaller craters are abundant and indicate an ancient age for Mima's surface."
Saturn and its Rings,1980-11-16,PIA01969,https://photojournal.jpl.nasa.gov/catalog/PIA01969,"Voyager 1 looked back at Saturn on Nov. 16, 1980, four days after the spacecraft flew past the planet, to observe the appearance of Saturn and its rings from this unique perspective. A few of the spokelike ring features discovered by Voyager appear in the rings as bright patches in this image, taken at a distance of 5.3 million kilometers (3.3 million miles) from the planet. Saturn's shadow falls upon the rings, and the bright Saturn crescent is seen through all but the densest portion of the rings. From Saturn, Voyager 1 is on a trajectory taking the spacecraft out of the ecliptic plane, away from the Sun and eventually out of the solar system (by about 1990). Although its mission to Jupiter and Saturn is nearly over (the Saturn encounter ends Dec. 18, 1980), Voyager 1 will be tracked by the Deep Space Network as far as possible in an effort to determine where the influence of the Sun ends and interstellar space begins. Voyager 1's flight path through interstellar space is in the direction of the constellation Ophiuchus. Voyager 2 will reach Saturn on August 25, 1981, and is targeted to encounter Uranus in 1986 and possibly Neptune in 1989."
Titan Haze,1980-11-12,PIA01533,https://photojournal.jpl.nasa.gov/catalog/PIA01533,"Layers of haze covering Saturn's satellite Titan are seen in this image taken by Voyager 1 on Nov. 12, 1980 at a range of 22,000 kilometers (13,700 miles). The colors are false and are used to show details of the haze that covers Titan. The upper level of the thick aerosol above the satellite's limb appears orange. The divisions in the haze occur at altitudes of 200, 375 and 500 kilometers (124, 233 and 310 miles) above the limb of the moon."
Volcanic Activity on Io,1999-05-08,PIA01530,https://photojournal.jpl.nasa.gov/catalog/PIA01530,"Io's volcanos continually resurface it, so that any impact craters have disappeared."
Full-disk Color Image of Crescent Saturn with Rings and Ring Shadows,1980-11-16,PIA00335,https://photojournal.jpl.nasa.gov/catalog/PIA00335,"Voyager 1 image of Saturn and its ring taken Nov. 16, 1980 four days after closest approach to Saturn, from a distance of 5,300, 000 km (3,300,000 miles). This viewing geometry, which shows Saturn as a crescent, is never achieved from Earth. The Saturnian rings, like the cloud tops of Saturn itself, are visible because they reflect sunlight. The translucent nature of the rings is apparent where Saturn can be seen through parts of the rings. Other parts of the rings are so dense with orbiting ice particles that almost no sunlight shines through them and a shadow is cast onto the yellowish cloud tops of Saturn, which in turn, casts a shadow across the rings at right. The black strip within the rings is the Cassini Division, which contains much less orbiting ring material than elsewhere in the rings."
